Datetime,Tweet Id,Tweet,Username,Language
2020-11-05 08:25:32+00:00,1324266586883026945,"Indonesia Resesi, Pengusaha Sebut Pertumbuhan Ekonomi Baru Bangkit di 2023 https://t.co/Xp2EtHsrKP",liputan6dotcom,in
2020-10-17 10:36:09+00:00,1317414089144987649,"Pengamat mengatakan, pertumbuhan ekonomi baru bisa normal pada 2023. Namun, jika tidak ada perbaikan dalam penanganan pandemi dan resesi ekonomi terus berlanjut hingga 2021, Indonesia kemungkinan akan masuk ke jurang depresi ekonomi.

#WaktunyaLokadata https://t.co/AwZlqdViU8",LokadataID,in
2020-09-28 05:23:24+00:00,1310450011230990342,"Pengamat mengatakan, pertumbuhan ekonomi baru bisa normal pada 2023. Namun, jika tidak ada perbaikan dalam penanganan pandemi dan resesi ekonomi terus berlanjut hingga 2021, Indonesia kemungkinan akan masuk ke jurang depresi ekonomi.

#WaktunyaLokadata https://t.co/AwZlqdViU8",LokadataID,in
2020-09-24 13:42:22+00:00,1309126027755556864,"Kalau Kanker, Sepertinya Sudah Masuk Stadium Empat, Sudah Keropos, Menunggu Ambruk Bagai Anjing Mencret yg Sudah Kehilangan Tenaga.
Ini Bukan Kabar Baik, Ekonomi Indonesia Diprediksi Baru Sembuh dari Resesi pada 2023, Kebangkrutan Massal Sulit D... https://t.co/780pIX3sf3",myputun,in
2020-09-24 07:31:13+00:00,1309032626439757826,"Ini Bukan Kabar Baik, Ekonomi Indonesia Diprediksi Baru Sembuh dari Resesi pada 2023, Kebangkrutan Massal Sulit Dihindari https://t.co/fvPodFfNua",BizlawIndonesia,in
2020-09-23 10:03:15+00:00,1308708497643597824,"Resesi Tak Terhindarkan, Ekonomi Diproyeksi Pulih Total pada 2023 #ddtcnews  https://t.co/K7Rhi2rEZf",agg90,in
2020-08-17 04:23:26+00:00,1295214630051000326,Semoga Indonesia dpt berhasil ujicoba vaksin covid-19 di atas 90% shg tdk terkena resesi krisis yg diprediksikan sd 2023... tetap optimis hadapi terbenamnya ekonomi.,ankrizz,in
2020-07-16 04:16:41+00:00,1283616518257836032,"@CNNIndonesia Negara Singapura kena resesi ekonomi mungkin bisa pulih 2023 
Indonesia kena resesi tahun 2034 atau lebih bisa pulih ..",kangenghea,in
